Concept,Rel,Feature,Frequency,上级类别,下级类别,impair
拐杖,是,是-杆子,3.87096774193548,人造物,工具,0
拐杖,是,是-弯的,3.87096774193548,人造物,工具,1
拐杖,像,像-树枝,3.87096774193548,人造物,工具,0
拐杖,有,有-多种型号,3.87096774193548,人造物,工具,0
拐杖,可以,可以-辅助走路,2.90322580645161,人造物,工具,0
拐杖,是,是-硬的,2.90322580645161,人造物,工具,0
拐杖,是,是-用品,2.90322580645161,人造物,工具,0
拐杖,像,像-竹子,2.90322580645161,人造物,工具,0
拐杖,需要,需要-保养,2.90322580645161,人造物,工具,0
拐杖,需要,需要-设计,2.90322580645161,人造物,工具,0
拐杖,有,有-扶手,2.90322580645161,人造物,工具,1
拐杖,可以,可以-辅助行走,1.93548387096774,人造物,工具,0
拐杖,可以,可以-拿,1.93548387096774,人造物,工具,0
拐杖,可以,可以-探路,1.93548387096774,人造物,工具,0
拐杖,是,是-简单的,1.93548387096774,人造物,工具,0
拐杖,是,是-器材,1.93548387096774,人造物,工具,0
拐杖,是,是-条状的,1.93548387096774,人造物,工具,0
拐杖,是,是-医疗用品,1.93548387096774,人造物,工具,0
拐杖,像,像-伞,1.93548387096774,人造物,工具,1
拐杖,像,像-伞柄,1.93548387096774,人造物,工具,0
拐杖,需要,需要-支撑,1.93548387096774,人造物,工具,0
拐杖,有,有-多种样式,1.93548387096774,人造物,工具,1
拐杖,有,有-多种种类,1.93548387096774,人造物,工具,0
拐杖,有,有-花纹,1.93548387096774,人造物,工具,0
拐杖,有,有-油漆,1.93548387096774,人造物,工具,0
猴子,是,是-动物,27.0,动物,陆生动物,0
猴子,像,像-人,20.0,动物,陆生动物,1
猴子,有,有-尾巴,17.0,动物,陆生动物,0
猴子,需要,需要-食物,12.0,动物,陆生动物,0
猴子,有,有-毛,12.0,动物,陆生动物,0
猴子,有,有-眼睛,9.0,动物,陆生动物,0
猴子,是,是-哺乳类,7.0,动物,陆生动物,1
猴子,需要,需要-保护,6.0,动物,陆生动物,0
猴子,需要,需要-水,6.0,动物,陆生动物,1
猴子,有,有-鼻子,6.0,动物,陆生动物,0
猴子,需要,需要-饲养,5.0,动物,陆生动物,0
猴子,需要,需要-香蕉,5.0,动物,陆生动物,1
猴子,可以,可以-跳,4.0,动物,陆生动物,0
猴子,是,是-聪明的,4.0,动物,陆生动物,0
猴子,有,有-四肢,4.0,动物,陆生动物,0
猴子,有,有-嘴巴,4.0,动物,陆生动物,0
猴子,可以,可以-爬树,3.0,动物,陆生动物,0
猴子,可以,可以-跑,3.0,动物,陆生动物,0
猴子,像,像-猩猩,3.0,动物,陆生动物,0
猴子,需要,需要-睡觉,3.0,动物,陆生动物,0
猴子,有,有-耳朵,3.0,动物,陆生动物,0
猴子,有,有-红屁股,3.0,动物,陆生动物,1
猴子,有,有-长尾巴,3.0,动物,陆生动物,0
猴子,可以,可以-捕猎,2.0,动物,陆生动物,0
猴子,可以,可以-观赏,2.0,动物,陆生动物,0
猴子,可以,可以-娱乐,2.0,动物,陆生动物,1
猴子,是,是-好动的,2.0,动物,陆生动物,0
猴子,是,是-灵长类,2.0,动物,陆生动物,0
猴子,是,是-玩具,2.0,动物,陆生动物,0
猴子,是,是-棕色的,2.0,动物,陆生动物,1
猴子,像,像-毛绒玩具,2.0,动物,陆生动物,0
猴子,像,像-猿,2.0,动物,陆生动物,0
猴子,需要,需要-呼吸,2.0,动物,陆生动物,0
猴子,需要,需要-空气,2.0,动物,陆生动物,0
猴子,需要,需要-食用,2.0,动物,陆生动物,0
猴子,有,有-皮肤,2.0,动物,陆生动物,0
猴子,有,有-手臂,2.0,动物,陆生动物,0
黄瓜,是,是-食物,28.0,植物,蔬菜,0
黄瓜,是,是-蔬菜,23.0,植物,蔬菜,1
黄瓜,是,是-绿色的,19.0,植物,蔬菜,0
黄瓜,像,像-丝瓜,13.0,植物,蔬菜,1
黄瓜,需要,需要-水,13.0,植物,蔬菜,0
黄瓜,有,有-刺,12.0,植物,蔬菜,0
黄瓜,是,是-长的,11.0,植物,蔬菜,0
黄瓜,需要,需要-种植,11.0,植物,蔬菜,1
黄瓜,可以,可以-炒,10.0,植物,蔬菜,0
黄瓜,是,是-植物,10.0,植物,蔬菜,0
黄瓜,需要,需要-清洗,9.0,植物,蔬菜,0
黄瓜,需要,需要-土,9.0,植物,蔬菜,0
黄瓜,需要,需要-阳光,9.0,植物,蔬菜,0
黄瓜,有,有-皮,9.0,植物,蔬菜,0
黄瓜,有,有-籽,9.0,植物,蔬菜,1
黄瓜,可以,可以-凉拌,7.0,植物,蔬菜,0
黄瓜,可以,可以-生吃,7.0,植物,蔬菜,0
黄瓜,是,是-条状的,7.0,植物,蔬菜,1
黄瓜,需要,需要-采摘,7.0,植物,蔬菜,0
黄瓜,像,像-棍棒,6.0,植物,蔬菜,1
黄瓜,需要,需要-空气,6.0,植物,蔬菜,1
黄瓜,是,是-水果,5.0,植物,蔬菜,1
黄瓜,需要,需要-切,5.0,植物,蔬菜,0
黄瓜,有,有-花,5.0,植物,蔬菜,0
黄瓜,有,有-维生素,4.0,植物,蔬菜,0
黄瓜,有,有-营养,4.0,植物,蔬菜,0
黄瓜,是,是-脆的,3.0,植物,蔬菜,1
黄瓜,需要,需要-削皮,3.0,植物,蔬菜,0
黄瓜,有,有-把手,3.0,植物,蔬菜,0
黄瓜,有,有-多种种类,3.0,植物,蔬菜,1
黄瓜,有,有-瓜皮,3.0,植物,蔬菜,0
黄瓜,有,有-瓜瓤,3.0,植物,蔬菜,1
黄瓜,有,有-水,3.0,植物,蔬菜,0
黄瓜,有,有-维生素C,3.0,植物,蔬菜,0
黄瓜,可以,可以-拌,2.0,植物,蔬菜,0
黄瓜,可以,可以-干吃,2.0,植物,蔬菜,0
黄瓜,可以,可以-买卖,2.0,植物,蔬菜,0
黄瓜,可以,可以-美容,2.0,植物,蔬菜,1
黄瓜,可以,可以-腌制,2.0,植物,蔬菜,0
黄瓜,是,是-细的,2.0,植物,蔬菜,0
黄瓜,像,像-擀面杖,2.0,植物,蔬菜,1
黄瓜,像,像-萝卜,2.0,植物,蔬菜,1
黄瓜,需要,需要-营养,2.0,植物,蔬菜,0
黄瓜,有,有-多种型号,2.0,植物,蔬菜,1
黄瓜,有,有-多种颜色,2.0,植物,蔬菜,0
黄瓜,有,有-根,2.0,植物,蔬菜,0
黄瓜,有,有-果肉,2.0,植物,蔬菜,1
黄瓜,有,有-茎,2.0,植物,蔬菜,0
黄瓜,有,有-瓤,2.0,植物,蔬菜,0
黄瓜,有,有-叶子,2.0,植物,蔬菜,0
火车,其他,其他-交通,20.0,交通工具,车,0
火车,是,是-工具,20.0,交通工具,车,0
火车,有,有-车厢,18.0,交通工具,车,1
火车,需要,需要-司机,9.0,交通工具,车,1
火车,是,是-车,8.0,交通工具,车,0
火车,是,是-长的,8.0,交通工具,车,0
火车,有,有-车头,8.0,交通工具,车,0
火车,需要,需要-电,7.0,交通工具,车,1
火车,有,有-轨道,7.0,交通工具,车,0
火车,有,有-轮子,7.0,交通工具,车,0
火车,可以,可以-乘坐,6.0,交通工具,车,1
火车,需要,需要-驾驶,6.0,交通工具,车,0
火车,可以,可以-行驶,5.0,交通工具,车,0
火车,像,像-高铁,5.0,交通工具,车,0
火车,需要,需要-铁轨,5.0,交通工具,车,0
火车,需要,需要-维护,5.0,交通工具,车,0
火车,有,有-座位,5.0,交通工具,车,0
火车,可以,可以-拉货,4.0,交通工具,车,1
火车,需要,需要-动力,4.0,交通工具,车,1
火车,需要,需要-买票,4.0,交通工具,车,0
火车,需要,需要-能源,4.0,交通工具,车,0
火车,需要,需要-修理,4.0,交通工具,车,0
火车,是,是-绿色的,3.0,交通工具,车,1
火车,像,像-龙,3.0,交通工具,车,1
火车,像,像-马车,3.0,交通工具,车,0
火车,需要,需要-燃料,3.0,交通工具,车,0
火车,有,有-乘务员,3.0,交通工具,车,0
火车,可以,可以-提供便利,2.0,交通工具,车,1
火车,可以,可以-运输,2.0,交通工具,车,1
火车,可以,可以-载人,2.0,交通工具,车,0
火车,是,是-多节的,2.0,交通工具,车,1
火车,是,是-公共的,2.0,交通工具,车,0
火车,是,是-金属,2.0,交通工具,车,0
火车,像,像-毛毛虫,2.0,交通工具,车,0
火车,像,像-箱子,2.0,交通工具,车,0
火车,需要,需要-清洗,2.0,交通工具,车,1
火车,有,有-车身,2.0,交通工具,车,0
火车,有,有-车尾,2.0,交通工具,车,0
火车,有,有-动车,2.0,交通工具,车,0
火车,有,有-高铁,2.0,交通工具,车,1
夹克,是,是-衣服,20.0,人造物,服饰,0
夹克,可以,可以-穿,17.0,人造物,服饰,0
夹克,需要,需要-清洗,14.0,人造物,服饰,0
夹克,可以,可以-保暖,13.0,人造物,服饰,0
夹克,有,有-袖子,9.0,人造物,服饰,0
夹克,是,是-外套,8.0,人造物,服饰,0
夹克,有,有-袋子,8.0,人造物,服饰,1
夹克,有,有-拉链,8.0,人造物,服饰,0
夹克,可以,可以-买卖,7.0,人造物,服饰,0
夹克,有,有-布,7.0,人造物,服饰,0
夹克,有,有-多种颜色,7.0,人造物,服饰,0
夹克,有,有-扣子,7.0,人造物,服饰,1
夹克,需要,需要-制造,6.0,人造物,服饰,1
夹克,有,有-多种样式,6.0,人造物,服饰,0
夹克,可以,可以-御寒,5.0,人造物,服饰,0
夹克,需要,需要-缝纫,5.0,人造物,服饰,0
夹克,可以,可以-挡风,4.0,人造物,服饰,1
夹克,可以,可以-运动,4.0,人造物,服饰,1
夹克,是,是-服饰,4.0,人造物,服饰,0
夹克,是,是-装备,4.0,人造物,服饰,0
夹克,有,有-领子,4.0,人造物,服饰,0
夹克,是,是-皮的,3.0,人造物,服饰,0
夹克,是,是-上衣,3.0,人造物,服饰,1
夹克,像,像-冲锋衣,3.0,人造物,服饰,0
夹克,像,像-皮衣,3.0,人造物,服饰,1
夹克,需要,需要-爱护,3.0,人造物,服饰,0
夹克,需要,需要-设计,3.0,人造物,服饰,0
夹克,需要,需要-透气,3.0,人造物,服饰,0
夹克,可以,可以-防水,2.0,人造物,服饰,0
夹克,可以,可以-耍酷,2.0,人造物,服饰,0
夹克,是,是-黑色的,2.0,人造物,服饰,0
夹克,是,是-户外的,2.0,人造物,服饰,0
夹克,是,是-酷的,2.0,人造物,服饰,0
夹克,是,是-生活用品,2.0,人造物,服饰,0
夹克,像,像-西装,2.0,人造物,服饰,0
夹克,需要,需要-晾干,2.0,人造物,服饰,1
夹克,需要,需要-阳光,2.0,人造物,服饰,0
夹克,有,有-兜子,2.0,人造物,服饰,1
夹克,有,有-多种材质,2.0,人造物,服饰,0
夹克,有,有-多种品牌,2.0,人造物,服饰,0
夹克,有,有-多种型号,2.0,人造物,服饰,0
夹克,有,有-衣领,2.0,人造物,服饰,0
肩膀,是,是-身体部位,22.258064516129,身体部位,身体部位,0
肩膀,有,有-骨骼,21.2903225806452,身体部位,身体部位,1
肩膀,其他,其他-人,12.5806451612903,身体部位,身体部位,0
肩膀,有,有-肉,12.5806451612903,身体部位,身体部位,0
肩膀,需要,需要-保护,10.6451612903226,身体部位,身体部位,0
肩膀,有,有-皮肤,9.67741935483871,身体部位,身体部位,0
肩膀,可以,可以-背,8.70967741935484,身体部位,身体部位,0
肩膀,有,有-血液,5.80645161290323,身体部位,身体部位,0
肩膀,可以,可以-动,3.87096774193548,身体部位,身体部位,0
肩膀,可以,可以-扛东西,3.87096774193548,身体部位,身体部位,0
肩膀,可以,可以-靠,3.87096774193548,身体部位,身体部位,0
肩膀,可以,可以-依靠,3.87096774193548,身体部位,身体部位,1
肩膀,可以,可以-倚靠,3.87096774193548,身体部位,身体部位,0
肩膀,是,是-胳膊,3.87096774193548,身体部位,身体部位,0
肩膀,有,有-关节,3.87096774193548,身体部位,身体部位,0
肩膀,有,有-血管,3.87096774193548,身体部位,身体部位,0
肩膀,是,是-宽的,2.90322580645161,身体部位,身体部位,1
肩膀,像,像-膝盖,2.90322580645161,身体部位,身体部位,1
肩膀,需要,需要-按摩,2.90322580645161,身体部位,身体部位,0
肩膀,需要,需要-运动,2.90322580645161,身体部位,身体部位,0
肩膀,有,有-肌肉,2.90322580645161,身体部位,身体部位,0
肩膀,可以,可以-撑衣服,1.93548387096774,身体部位,身体部位,1
肩膀,可以,可以-负重,1.93548387096774,身体部位,身体部位,0
肩膀,是,是-安全的,1.93548387096774,身体部位,身体部位,1
肩膀,是,是-器官,1.93548387096774,身体部位,身体部位,1
肩膀,是,是-硬的,1.93548387096774,身体部位,身体部位,0
肩膀,像,像-山,1.93548387096774,身体部位,身体部位,0
肩膀,像,像-手肘,1.93548387096774,身体部位,身体部位,1
肩膀,像,像-衣架,1.93548387096774,身体部位,身体部位,1
肩膀,需要,需要-爱护,1.93548387096774,身体部位,身体部位,1
肩膀,需要,需要-清洗,1.93548387096774,身体部位,身体部位,0
肩膀,有,有-两个,1.93548387096774,身体部位,身体部位,0
剪刀,是,是-工具,20.3225806451613,人造物,工具,0
剪刀,有,有-把手,15.4838709677419,人造物,工具,1
剪刀,是,是-刀,13.5483870967742,人造物,工具,0
剪刀,可以,可以-剪东西,12.5806451612903,人造物,工具,1
剪刀,是,是-锋利的,12.5806451612903,人造物,工具,0
剪刀,是,是-金属,10.6451612903226,人造物,工具,0
剪刀,需要,需要-小心,7.74193548387097,人造物,工具,0
剪刀,有,有-刀刃,7.74193548387097,人造物,工具,1
剪刀,可以,可以-拆快递,3.87096774193548,人造物,工具,1
剪刀,可以,可以-剪裁,3.87096774193548,人造物,工具,0
剪刀,可以,可以-剪纸,3.87096774193548,人造物,工具,0
剪刀,可以,可以-买卖,3.87096774193548,人造物,工具,0
剪刀,可以,可以-使用,3.87096774193548,人造物,工具,0
剪刀,是,是-尖的,3.87096774193548,人造物,工具,0
剪刀,是,是-塑料,3.87096774193548,人造物,工具,0
剪刀,需要,需要-制造,3.87096774193548,人造物,工具,0
剪刀,像,像-燕子的尾巴,2.90322580645161,人造物,工具,0
剪刀,需要,需要-打磨,2.90322580645161,人造物,工具,1
剪刀,有,有-多种型号,2.90322580645161,人造物,工具,0
剪刀,有,有-多种颜色,2.90322580645161,人造物,工具,1
剪刀,有,有-螺丝,2.90322580645161,人造物,工具,1
剪刀,可以,可以-裁剪,1.93548387096774,人造物,工具,1
剪刀,可以,可以-裁剪东西,1.93548387096774,人造物,工具,0
剪刀,可以,可以-剪绳子,1.93548387096774,人造物,工具,0
剪刀,可以,可以-剪头发,1.93548387096774,人造物,工具,1
剪刀,可以,可以-切割,1.93548387096774,人造物,工具,1
剪刀,是,是-常见的,1.93548387096774,人造物,工具,0
剪刀,像,像-钳子,1.93548387096774,人造物,工具,0
剪刀,像,像-树杈,1.93548387096774,人造物,工具,0
剪刀,需要,需要-保存,1.93548387096774,人造物,工具,1
剪刀,需要,需要-擦,1.93548387096774,人造物,工具,0
剪刀,需要,需要-清洗,1.93548387096774,人造物,工具,1
剪刀,需要,需要-铁,1.93548387096774,人造物,工具,0
剪刀,有,有-刀片,1.93548387096774,人造物,工具,0
剪刀,有,有-多种材质,1.93548387096774,人造物,工具,0
剪刀,有,有-多种功能,1.93548387096774,人造物,工具,0
剪刀,有,有-多种样式,1.93548387096774,人造物,工具,0
剪刀,有,有-两边,1.93548387096774,人造物,工具,1
脚后跟,是,是-脚,17.4193548387097,身体部位,身体部位,1
脚后跟,是,是-身体部位,17.4193548387097,身体部位,身体部位,0
脚后跟,有,有-皮肤,15.4838709677419,身体部位,身体部位,0
脚后跟,需要,需要-保护,14.5161290322581,身体部位,身体部位,0
脚后跟,有,有-骨骼,14.5161290322581,身体部位,身体部位,1
脚后跟,有,有-肉,13.5483870967742,身体部位,身体部位,0
脚后跟,其他,其他-人,11.6129032258065,身体部位,身体部位,1
脚后跟,需要,需要-清洗,4.83870967741935,身体部位,身体部位,0
脚后跟,有,有-血管,4.83870967741935,身体部位,身体部位,0
脚后跟,是,是-器官,3.87096774193548,身体部位,身体部位,0
脚后跟,像,像-球,3.87096774193548,身体部位,身体部位,0
脚后跟,像,像-手肘,3.87096774193548,身体部位,身体部位,0
脚后跟,有,有-关节,3.87096774193548,身体部位,身体部位,1
脚后跟,可以,可以-行走,2.90322580645161,身体部位,身体部位,0
脚后跟,是,是-硬的,2.90322580645161,身体部位,身体部位,0
脚后跟,像,像-膝盖,2.90322580645161,身体部位,身体部位,0
脚后跟,需要,需要-穿袜子,2.90322580645161,身体部位,身体部位,1
脚后跟,有,有-肌肉,2.90322580645161,身体部位,身体部位,0
脚后跟,有,有-死皮,2.90322580645161,身体部位,身体部位,1
脚后跟,其他,其他-高跟鞋,1.93548387096774,身体部位,身体部位,0
脚后跟,是,是-臭的,1.93548387096774,身体部位,身体部位,1
脚后跟,是,是-厚的,1.93548387096774,身体部位,身体部位,0
脚后跟,是,是-组织,1.93548387096774,身体部位,身体部位,1
脚后跟,有,有-跗骨,1.93548387096774,身体部位,身体部位,0
脚后跟,有,有-细胞,1.93548387096774,身体部位,身体部位,0
轿车,有,有-轮子,20.0,交通工具,车,0
轿车,是,是-工具,17.0,交通工具,车,0
轿车,是,是-车,13.0,交通工具,车,0
轿车,有,有-座位,12.0,交通工具,车,0
轿车,其他,其他-交通,10.0,交通工具,车,0
轿车,需要,需要-汽油,10.0,交通工具,车,0
轿车,有,有-发动机,8.0,交通工具,车,0
轿车,需要,需要-油,7.0,交通工具,车,0
轿车,可以,可以-代步,6.0,交通工具,车,0
轿车,需要,需要-保养,6.0,交通工具,车,0
轿车,有,有-车身,6.0,交通工具,车,1
轿车,有,有-窗户,6.0,交通工具,车,1
轿车,可以,可以-乘坐,5.0,交通工具,车,1
轿车,需要,需要-电,5.0,交通工具,车,0
轿车,需要,需要-加油,5.0,交通工具,车,0
轿车,需要,需要-驾驶,5.0,交通工具,车,1
轿车,有,有-方向盘,5.0,交通工具,车,1
轿车,可以,可以-开,4.0,交通工具,车,0
轿车,是,是-小的,4.0,交通工具,车,0
轿车,像,像-房屋,4.0,交通工具,车,0
轿车,需要,需要-清洗,4.0,交通工具,车,1
轿车,需要,需要-司机,4.0,交通工具,车,0
轿车,有,有-门,4.0,交通工具,车,0
轿车,可以,可以-出行,3.0,交通工具,车,0
轿车,像,像-面包车,3.0,交通工具,车,0
轿车,需要,需要-维护,3.0,交通工具,车,1
轿车,有,有-车厢,3.0,交通工具,车,0
轿车,有,有-引擎,3.0,交通工具,车,0
轿车,有,有-油门,3.0,交通工具,车,0
轿车,可以,可以-行驶,2.0,交通工具,车,1
轿车,可以,可以-买卖,2.0,交通工具,车,0
轿车,可以,可以-运输,2.0,交通工具,车,1
轿车,是,是-家里的,2.0,交通工具,车,0
轿车,是,是-金属,2.0,交通工具,车,0
轿车,是,是-快速的,2.0,交通工具,车,0
轿车,是,是-玩具,2.0,交通工具,车,1
轿车,像,像-盒子,2.0,交通工具,车,1
轿车,像,像-马车,2.0,交通工具,车,0
轿车,像,像-跑车,2.0,交通工具,车,0
轿车,像,像-自行车,2.0,交通工具,车,0
轿车,需要,需要-检查,2.0,交通工具,车,1
轿车,需要,需要-牌照,2.0,交通工具,车,0
轿车,需要,需要-燃料,2.0,交通工具,车,0
轿车,有,有-玻璃,2.0,交通工具,车,1
轿车,有,有-刹车,2.0,交通工具,车,0
轿车,有,有-车牌,2.0,交通工具,车,1
轿车,有,有-挡风玻璃,2.0,交通工具,车,0
轿车,有,有-多种颜色,2.0,交通工具,车,0
轿车,有,有-轱辘,2.0,交通工具,车,1
轿车,有,有-四个车轮,2.0,交通工具,车,0
轿车,有,有-四个轮子,2.0,交通工具,车,0
韭菜,是,是-食物,23.0,植物,蔬菜,0
韭菜,是,是-绿色的,21.0,植物,蔬菜,1
韭菜,有,有-叶子,17.0,植物,蔬菜,0
韭菜,是,是-植物,14.0,植物,蔬菜,0
韭菜,是,是-蔬菜,13.0,植物,蔬菜,1
韭菜,需要,需要-水,13.0,植物,蔬菜,0
韭菜,有,有-根,13.0,植物,蔬菜,1
韭菜,像,像-草,11.0,植物,蔬菜,0
韭菜,需要,需要-土,10.0,植物,蔬菜,1
韭菜,需要,需要-种植,10.0,植物,蔬菜,0
韭菜,需要,需要-阳光,9.0,植物,蔬菜,1
韭菜,需要,需要-采摘,6.0,植物,蔬菜,0
韭菜,像,像-葱,5.0,植物,蔬菜,0
韭菜,需要,需要-空气,5.0,植物,蔬菜,1
韭菜,可以,可以-包饺子,4.0,植物,蔬菜,1
韭菜,可以,可以-炒,4.0,植物,蔬菜,1
韭菜,需要,需要-清洗,4.0,植物,蔬菜,0
韭菜,有,有-茎,4.0,植物,蔬菜,1
韭菜,是,是-菜,3.0,植物,蔬菜,0
韭菜,是,是-调料,3.0,植物,蔬菜,0
韭菜,是,是-长的,3.0,植物,蔬菜,0
韭菜,像,像-麦苗,3.0,植物,蔬菜,1
韭菜,需要,需要-营养,3.0,植物,蔬菜,0
韭菜,有,有-味道,3.0,植物,蔬菜,1
韭菜,可以,可以-加工,2.0,植物,蔬菜,0
韭菜,可以,可以-烧烤,2.0,植物,蔬菜,1
韭菜,是,是-臭的,2.0,植物,蔬菜,1
韭菜,是,是-细的,2.0,植物,蔬菜,0
韭菜,像,像-大蒜,2.0,植物,蔬菜,1
韭菜,像,像-麦子,2.0,植物,蔬菜,0
韭菜,像,像-蒜苗,2.0,植物,蔬菜,0
韭菜,需要,需要-肥料,2.0,植物,蔬菜,1
韭菜,需要,需要-烹饪,2.0,植物,蔬菜,1
卡车,是,是-大的,16.551724137931,交通工具,车,0
卡车,有,有-轮子,16.551724137931,交通工具,车,0
卡车,是,是-车,12.4137931034483,交通工具,车,0
卡车,是,是-工具,11.3793103448276,交通工具,车,0
卡车,像,像-货车,10.3448275862069,交通工具,车,0
卡车,可以,可以-运输,6.20689655172414,交通工具,车,0
卡车,其他,其他-交通,5.17241379310345,交通工具,车,0
卡车,需要,需要-保养,5.17241379310345,交通工具,车,1
卡车,有,有-车厢,5.17241379310345,交通工具,车,1
卡车,需要,需要-加油,4.13793103448276,交通工具,车,0
卡车,需要,需要-驾驶,4.13793103448276,交通工具,车,1
卡车,需要,需要-汽油,4.13793103448276,交通工具,车,0
卡车,需要,需要-维护,4.13793103448276,交通工具,车,0
卡车,需要,需要-油,4.13793103448276,交通工具,车,1
卡车,有,有-车身,4.13793103448276,交通工具,车,0
卡车,有,有-多种样式,4.13793103448276,交通工具,车,0
卡车,有,有-驾驶室,4.13793103448276,交通工具,车,1
卡车,可以,可以-拉货,3.10344827586207,交通工具,车,0
卡车,需要,需要-司机,3.10344827586207,交通工具,车,0
卡车,需要,需要-修理,3.10344827586207,交通工具,车,0
卡车,有,有-发动机,3.10344827586207,交通工具,车,0
卡车,可以,可以-搬运,2.06896551724138,交通工具,车,0
卡车,可以,可以-开,2.06896551724138,交通工具,车,1
卡车,可以,可以-买卖,2.06896551724138,交通工具,车,0
卡车,是,是-汽车的一种,2.06896551724138,交通工具,车,1
卡车,需要,需要-动力,2.06896551724138,交通工具,车,1
卡车,需要,需要-检查,2.06896551724138,交通工具,车,0
卡车,需要,需要-人,2.06896551724138,交通工具,车,0
卡车,需要,需要-制造,2.06896551724138,交通工具,车,0
卡车,有,有-车头,2.06896551724138,交通工具,车,0
卡车,有,有-多种品牌,2.06896551724138,交通工具,车,0
卡车,有,有-方向盘,2.06896551724138,交通工具,车,0
卡车,有,有-油箱,2.06896551724138,交通工具,车,1
卡车,有,有-载货箱,2.06896551724138,交通工具,车,1
裤子,可以,可以-穿,16.0,人造物,服饰,1
裤子,是,是-衣服,13.0,人造物,服饰,0
裤子,有,有-布,12.0,人造物,服饰,1
裤子,可以,可以-保暖,11.0,人造物,服饰,0
裤子,需要,需要-清洗,11.0,人造物,服饰,0
裤子,是,是-服饰,9.0,人造物,服饰,1
裤子,有,有-裤腿,9.0,人造物,服饰,0
裤子,有,有-多种样式,8.0,人造物,服饰,0
裤子,可以,可以-买卖,5.0,人造物,服饰,0
裤子,需要,需要-缝纫,5.0,人造物,服饰,0
裤子,有,有-多种颜色,5.0,人造物,服饰,1
裤子,有,有-多种种类,5.0,人造物,服饰,0
裤子,有,有-裤腰,5.0,人造物,服饰,0
裤子,有,有-拉链,5.0,人造物,服饰,0
裤子,是,是-下衣,4.0,人造物,服饰,0
裤子,像,像-裙子,4.0,人造物,服饰,1
裤子,需要,需要-熨烫,4.0,人造物,服饰,1
裤子,需要,需要-制造,4.0,人造物,服饰,1
裤子,有,有-线,4.0,人造物,服饰,0
裤子,是,是-必需品,3.0,人造物,服饰,0
裤子,是,是-长的,3.0,人造物,服饰,0
裤子,需要,需要-染料,3.0,人造物,服饰,0
裤子,有,有-多种型号,3.0,人造物,服饰,0
裤子,有,有-裤脚,3.0,人造物,服饰,0
裤子,有,有-两条腿,3.0,人造物,服饰,0
裤子,有,有-腿,3.0,人造物,服饰,0
裤子,可以,可以-保护,2.0,人造物,服饰,1
裤子,是,是-时尚的,2.0,人造物,服饰,0
裤子,需要,需要-剪裁,2.0,人造物,服饰,0
裤子,需要,需要-针,2.0,人造物,服饰,0
裤子,有,有-短裤,2.0,人造物,服饰,0
裤子,有,有-多种材质,2.0,人造物,服饰,0
裤子,有,有-扣子,2.0,人造物,服饰,0
裤子,有,有-牛仔裤,2.0,人造物,服饰,0
裤子,有,有-长裤,2.0,人造物,服饰,1
筷子,是,是-餐具,15.5172413793104,人造物,餐具,1
筷子,是,是-木的,15.5172413793104,人造物,餐具,0
筷子,可以,可以-进食,12.4137931034483,人造物,餐具,0
筷子,像,像-棍棒,9.31034482758621,人造物,餐具,0
筷子,是,是-金属,8.27586206896552,人造物,餐具,1
筷子,需要,需要-清洗,8.27586206896552,人造物,餐具,0
筷子,需要,需要-竹子,8.27586206896552,人造物,餐具,1
筷子,可以,可以-夹菜,7.24137931034483,人造物,餐具,0
筷子,是,是-成对的,6.20689655172414,人造物,餐具,1
筷子,是,是-长的,5.17241379310345,人造物,餐具,0
筷子,有,有-多种材质,5.17241379310345,人造物,餐具,0
筷子,可以,可以-夹食物,4.13793103448276,人造物,餐具,0
筷子,是,是-生活用品,4.13793103448276,人造物,餐具,1
筷子,是,是-细的,4.13793103448276,人造物,餐具,0
筷子,有,有-多种长度,4.13793103448276,人造物,餐具,1
筷子,有,有-多种种类,4.13793103448276,人造物,餐具,0
筷子,可以,可以-夹东西,3.10344827586207,人造物,餐具,0
筷子,是,是-工具,3.10344827586207,人造物,餐具,0
筷子,像,像-树枝,3.10344827586207,人造物,餐具,0
筷子,需要,需要-制造,3.10344827586207,人造物,餐具,0
筷子,有,有-两只,3.10344827586207,人造物,餐具,0
筷子,可以,可以-夹取食物,2.06896551724138,人造物,餐具,0
筷子,可以,可以-搅拌,2.06896551724138,人造物,餐具,0
筷子,是,是-日常的,2.06896551724138,人造物,餐具,0
筷子,是,是-塑料,2.06896551724138,人造物,餐具,0
筷子,是,是-陶瓷,2.06896551724138,人造物,餐具,1
筷子,是,是-条状的,2.06896551724138,人造物,餐具,1
筷子,像,像-铅笔,2.06896551724138,人造物,餐具,0
筷子,像,像-勺子,2.06896551724138,人造物,餐具,0
筷子,像,像-腿,2.06896551724138,人造物,餐具,1
筷子,像,像-指挥棒,2.06896551724138,人造物,餐具,0
筷子,有,有-多种颜色,2.06896551724138,人造物,餐具,1
筷子,有,有-两根,2.06896551724138,人造物,餐具,0
老虎,是,是-动物,30.0,动物,陆生动物,1
老虎,需要,需要-食物,19.3548387096774,动物,陆生动物,0
老虎,可以,可以-捕猎,16.4516129032258,动物,陆生动物,0
老虎,像,像-猫,15.4838709677419,动物,陆生动物,1
老虎,有,有-四肢,15.4838709677419,动物,陆生动物,1
老虎,有,有-牙齿,15.4838709677419,动物,陆生动物,0
老虎,是,是-凶的,13.5483870967742,动物,陆生动物,1
